id,counterparty_gid,hsbc_intragroup_flag,counterparty_fcy_internal_rating,counterparty_lcy_internal_rating,incorporation_country,lgd_classification,pd_classification,entity_class,sub_class,sector,counterparty_dlgd,govt_guarantee_flag,trade_external_rating,counterparty_external_rating,avc,pra_io_mdb_3_1_flag,exposure_ccy,bond_or_loan_flag,original_maturity,residual_maturity,exposure_amount,expected_yield,counterparty_credit_quality_grade
EXP000235,CP00243,N,6.2,6.2,US,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4675,N,,,1.25,N,USD,L,2.03,0.95,4292352.26,0.1145,NOT_RATED
EXP000236,CP00022,N,4.2,4.2,CH,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4352,Y,,BB+,1.25,N,GBP,L,9.17,7.35,55914723.81,0.0317,HIGH_YIELD
EXP000237,CP00248,N,0.1,0.1,PL,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.1069,Y,,AAA,1.0,N,SEK,B,5.70,1.54,72957900.74,0.0359,INVESTMENT_GRADE
EXP000238,CP00125,N,3.1,3.1,SE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4547,N,,A-,1.25,N,USD,L,7.75,1.53,80417694.36,0.0328,INVESTMENT_GRADE
EXP000239,CP00186,N,3.3,3.3,PL,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4115,N,,BBB,1.0,N,SEK,B,7.81,4.20,45907809.14,0.0311,INVESTMENT_GRADE
EXP000240,CP00244,N,0.1,4.2,DE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0609,Y,,,1.0,N,SEK,L,1.78,1.38,46697122.34,0.0370,NOT_RATED
EXP000241,CP00113,N,4.1,4.1,FR,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4015,N,,BBB-,1.0,N,EUR,B,3.97,1.08,13918776.45,0.0365,HIGH_YIELD
EXP000242,CP00056,N,4.3,8.2,CH,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4261,N,,BB,1.25,N,SEK,B,9.33,4.73,7728729.40,0.0562,HIGH_YIELD
EXP000243,CP00102,Y,3.1,3.1,US,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0540,Y,,A-,1.0,Y,USD,L,3.36,2.26,48960190.18,0.0147,INVESTMENT_GRADE
EXP000244,CP00179,Y,2.2,3.1,FR,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4061,N,,A,1.0,N,USD,L,5.44,3.59,36293472.31,0.0439,INVESTMENT_GRADE
EXP000245,CP00061,N,7.2,7.2,GB,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4051,N,C,C,1.0,N,SEK,B,6.70,1.48,10920832.04,0.1434,HIGH_YIELD
EXP000246,CP00152,N,7.1,7.1,ES,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0248,Y,,,1.0,N,GBP,L,1.65,1.45,246237962.03,0.1407,NOT_RATED
EXP000247,CP00153,N,1.2,1.2,PL,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3718,N,,,1.0,N,USD,B,2.02,1.35,41605263.77,0.0418,NOT_RATED
EXP000248,CP00091,N,3.2,3.2,FR,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0407,Y,,BBB+,1.0,N,SEK,L,2.21,1.72,169315741.35,0.0421,INVESTMENT_GRADE
EXP000249,CP00052,N,1.1,3.2,NL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0397,Y,,,1.0,N,EUR,B,3.60,1.99,37760213.48,0.0410,NOT_RATED
EXP000250,CP00025,N,2.2,3.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4309,N,A,A,1.25,N,USD,B,8.11,4.63,50214647.49,0.0080,INVESTMENT_GRADE
EXP000251,CP00199,N,2.2,2.2,CH,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3812,N,,A,1.0,N,GBP,L,2.99,1.19,37600198.27,0.0067,INVESTMENT_GRADE
EXP000252,CP00209,N,3.3,3.3,GB,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4243,N,,,1.0,N,PLN,B,7.65,3.14,31413613.56,0.0215,NOT_RATED
EXP000253,CP00111,N,4.1,4.1,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4390,N,,,1.25,N,GBP,L,1.91,1.11,2911165.64,0.0475,NOT_RATED
EXP000254,CP00165,N,1.2,1.1,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0562,Y,AA-,AA-,1.0,N,EUR,B,2.40,1.29,42210512.94,0.0444,INVESTMENT_GRADE
EXP000255,CP00200,N,2.1,2.1,GB,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3982,N,,,1.0,N,GBP,L,8.00,0.87,22518263.83,0.0269,NOT_RATED
EXP000256,CP00155,N,3.3,3.3,DE,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4790,N,,BBB,1.25,N,SEK,B,5.61,4.99,2005333.83,0.0368,INVESTMENT_GRADE
EXP000257,CP00105,N,3.3,3.3,CH,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4546,N,,BBB,1.25,N,PLN,L,9.45,8.69,30152477.52,0.0473,INVESTMENT_GRADE
EXP000258,CP00161,N,2.2,8.2,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0784,Y,A,A,1.0,N,CHF,L,0.42,0.24,213690831.29,0.0154,INVESTMENT_GRADE
EXP000259,CP00199,N,5.1,5.1,IT,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3844,N,,BB-,1.0,N,USD,L,5.16,0.59,40806100.56,0.0411,HIGH_YIELD
EXP000260,CP00249,N,3.1,3.1,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4586,N,A-,A-,1.25,N,CHF,L,8.23,7.07,38887458.68,0.0408,INVESTMENT_GRADE
EXP000261,CP00116,N,5.2,3.2,SE,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4214,N,,B+,1.0,N,SEK,L,5.40,1.79,5401983.82,0.0595,HIGH_YIELD
EXP000262,CP00070,N,0.1,0.1,DE,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3298,N,,AAA,1.0,N,PLN,L,7.41,6.66,379301.63,0.0294,INVESTMENT_GRADE
EXP000263,CP00157,N,5.1,5.1,DE,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3963,N,,,1.0,N,EUR,L,9.13,4.39,34712438.58,0.0514,NOT_RATED
EXP000264,CP00139,Y,4.3,4.3,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0219,Y,,BB,1.0,N,USD,L,1.48,1.02,235302650.40,0.0600,HIGH_YIELD
EXP000265,CP00079,N,2.1,1.1,SE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0696,Y,A+,A+,1.0,N,EUR,L,6.23,4.10,134949072.14,0.0157,INVESTMENT_GRADE
EXP000266,CP00134,N,1.1,3.3,DE,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4323,N,,AA,1.25,N,GBP,L,5.32,0.90,38015245.26,0.0386,INVESTMENT_GRADE
EXP000267,CP00222,N,4.3,4.3,PL,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3800,Y,,BB,1.0,N,PLN,L,6.44,5.52,49933812.51,0.0411,HIGH_YIELD
EXP000268,CP00186,N,3.1,1.2,NL,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0707,Y,A-,A-,1.0,N,GBP,L,8.02,6.94,32824408.67,0.0428,INVESTMENT_GRADE
EXP000269,CP00072,N,1.2,1.2,PL,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4296,N,,AA-,1.0,N,PLN,L,5.49,2.46,41099216.73,0.0442,INVESTMENT_GRADE
EXP000270,CP00020,N,0.1,0.1,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4541,N,,AAA,1.25,N,PLN,L,7.94,2.81,16856594.42,0.0367,INVESTMENT_GRADE
EXP000271,CP00039,N,1.1,2.1,FR,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4042,N,,AA,1.0,N,SEK,L,3.51,2.04,6860509.56,0.0295,INVESTMENT_GRADE
EXP000272,CP00244,Y,0.1,0.1,FR,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4187,N,AAA,AAA,1.0,N,PLN,B,9.77,5.68,43613770.21,0.0106,INVESTMENT_GRADE
EXP000273,CP00115,N,4.3,6.1,CH,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4614,Y,BB,BB,1.25,N,CHF,B,9.97,1.58,38588209.35,0.0393,HIGH_YIELD
EXP000274,CP00236,N,4.3,8.1,NL,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3315,N,,BB,1.0,N,EUR,B,9.69,2.63,947454.16,0.0525,HIGH_YIELD
EXP000275,CP00035,N,7.1,7.1,CH,LGD_OTHER,PD_CORP,OTHER,OTHER,OTHER,0.5021,N,CC,CC,1.0,N,CHF,B,2.43,1.56,2748420.07,0.1090,HIGH_YIELD
EXP000276,CP00225,N,2.2,2.2,FR,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4248,N,,,1.0,N,GBP,L,1.70,1.25,19176485.40,0.0088,NOT_RATED
EXP000277,CP00134,N,4.3,4.3,NL,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3527,N,,,1.0,N,USD,L,4.96,3.20,556963.82,0.0416,NOT_RATED
EXP000278,CP00090,N,3.3,3.3,CH,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3797,Y,,BBB,1.0,N,EUR,L,8.13,0.53,4408573.10,0.0437,INVESTMENT_GRADE
EXP000279,CP00188,N,4.2,2.1,ES,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3353,N,BB+,BB+,1.0,N,EUR,L,6.98,4.68,882803.75,0.0299,HIGH_YIELD
EXP000280,CP00142,N,3.2,1.1,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4391,Y,BBB+,BBB+,1.25,N,EUR,B,3.66,2.91,33427430.61,0.0299,INVESTMENT_GRADE
EXP000281,CP00065,N,2.2,2.2,GB,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4072,N,,A,1.0,N,GBP,B,2.29,1.51,48013810.23,0.0358,INVESTMENT_GRADE
EXP000282,CP00054,N,5.3,3.3,IT,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3745,N,,B,1.0,N,SEK,L,2.06,1.03,36049020.39,0.0809,HIGH_YIELD
EXP000283,CP00014,N,0.1,0.1,NL,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3768,N,,,1.0,N,EUR,L,6.91,5.15,10095609.66,0.0187,NOT_RATED
EXP000284,CP00091,N,4.2,4.2,ES,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4075,Y,BB+,BB+,1.0,N,PLN,B,7.07,1.82,21337077.68,0.0362,HIGH_YIELD
EXP000285,CP00076,N,4.2,4.2,DE,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4058,Y,,BB+,1.0,N,PLN,L,2.72,1.53,48591064.65,0.0438,HIGH_YIELD
EXP000286,CP00054,N,4.2,4.1,US,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4265,N,,BB+,1.0,N,USD,L,7.84,3.99,49525883.22,0.0214,HIGH_YIELD
EXP000287,CP00168,N,3.3,3.3,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0511,Y,,BBB,1.0,N,EUR,L,1.50,0.27,159334192.75,0.0290,INVESTMENT_GRADE
EXP000288,CP00173,N,3.3,3.3,NL,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0540,Y,,,1.0,Y,GBP,L,8.05,5.12,44783225.51,0.0342,NOT_RATED
EXP000289,CP00177,N,1.2,4.3,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4525,N,,,1.25,N,EUR,B,5.98,2.88,77410669.41,0.0400,NOT_RATED
EXP000290,CP00035,N,0.1,0.1,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0643,Y,AAA,AAA,1.0,N,SEK,L,8.09,1.52,189525571.84,0.0334,INVESTMENT_GRADE
EXP000291,CP00022,N,4.2,4.2,IT,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4168,N,,BB+,1.0,N,PLN,B,5.67,2.61,12504396.40,0.0512,HIGH_YIELD
EXP000292,CP00150,N,5.3,1.1,GB,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4270,N,,,1.0,N,SEK,B,1.17,0.72,29290072.50,0.0599,NOT_RATED
EXP000293,CP00009,Y,4.1,4.1,IT,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3738,N,,BBB-,1.0,N,USD,B,6.37,1.70,22177353.29,0.0283,HIGH_YIELD
EXP000294,CP00160,N,2.1,2.1,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0212,Y,,,1.0,N,SEK,L,3.90,3.28,34002552.62,0.0095,NOT_RATED
EXP000295,CP00133,N,5.1,3.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4521,N,BB-,BB-,1.25,N,SEK,B,0.75,0.13,11611323.27,0.0452,HIGH_YIELD
EXP000296,CP00044,N,1.2,1.2,GB,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3749,N,AA-,AA-,1.0,N,EUR,L,2.52,1.51,39177275.31,0.0177,INVESTMENT_GRADE
EXP000297,CP00082,N,8.3,8.3,IT,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4056,N,,D,1.0,N,EUR,L,0.91,0.24,16010279.84,0.7924,HIGH_YIELD
EXP000298,CP00133,N,0.1,0.1,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0735,Y,,AAA,1.0,N,USD,B,5.65,4.37,97373024.53,0.0141,INVESTMENT_GRADE
EXP000299,CP00186,N,2.1,1.2,NL,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4160,Y,A+,A+,1.0,N,GBP,L,3.85,2.36,41568142.58,0.0073,INVESTMENT_GRADE
EXP000300,CP00061,N,3.3,3.3,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0246,Y,,BBB,1.0,N,CHF,B,3.42,0.51,85410990.91,0.0357,INVESTMENT_GRADE
EXP000301,CP00166,N,2.2,2.2,DE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3942,N,,A,1.0,N,CHF,L,3.01,1.59,32497361.30,0.0454,INVESTMENT_GRADE
EXP000302,CP00188,N,0.1,0.1,SE,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0756,Y,,AAA,1.0,N,EUR,L,9.42,3.36,21307256.90,0.0076,INVESTMENT_GRADE
EXP000303,CP00018,N,2.1,2.1,ES,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3932,N,,A+,1.0,N,PLN,L,9.10,8.26,44582965.17,0.0264,INVESTMENT_GRADE
EXP000304,CP00068,N,1.1,1.1,FR,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4073,N,,AA,1.0,N,SEK,B,9.42,6.31,1085804.53,0.0329,INVESTMENT_GRADE
EXP000305,CP00080,N,4.1,5.2,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0274,Y,BBB-,BBB-,1.0,N,USD,L,2.50,0.21,182999450.72,0.0407,HIGH_YIELD
EXP000306,CP00183,N,4.2,4.2,US,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3785,N,BB+,BB+,1.0,N,USD,L,5.50,1.60,37058802.73,0.0369,HIGH_YIELD
EXP000307,CP00048,N,2.2,2.2,NL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4503,N,A,A,1.25,N,GBP,B,3.73,2.77,5814262.42,0.0379,INVESTMENT_GRADE
EXP000308,CP00105,N,1.2,5.1,NL,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3775,N,AA-,AA-,1.0,N,PLN,L,4.56,4.36,45371780.17,0.0387,INVESTMENT_GRADE
EXP000309,CP00111,N,1.2,1.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4671,N,,AA-,1.25,N,PLN,B,3.07,1.35,83724436.16,0.0085,INVESTMENT_GRADE
EXP000310,CP00089,N,0.1,0.1,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4411,Y,AAA,AAA,1.25,N,GBP,L,6.78,5.44,93231756.16,0.0199,INVESTMENT_GRADE
EXP000311,CP00231,N,1.2,1.2,DE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4170,Y,,AA-,1.0,N,PLN,L,4.33,2.21,20689700.32,0.0290,INVESTMENT_GRADE
EXP000312,CP00046,N,4.1,0.1,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0222,Y,,,1.0,N,USD,L,2.50,1.40,169461948.29,0.0208,NOT_RATED
EXP000313,CP00005,N,6.2,3.2,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4502,N,,CCC,1.25,N,SEK,L,7.46,5.99,85338391.08,0.1203,HIGH_YIELD
EXP000314,CP00165,N,3.1,3.1,NL,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4471,N,,,1.25,N,USD,B,3.17,3.09,5556679.33,0.0319,NOT_RATED
EXP000315,CP00024,N,0.1,2.2,ES,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3202,N,,,1.0,N,EUR,B,8.65,3.03,1233590.92,0.0293,NOT_RATED
EXP000316,CP00253,N,1.2,2.2,ES,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3987,N,AA-,AA-,1.0,N,PLN,L,0.52,0.27,30966197.46,0.0104,INVESTMENT_GRADE
EXP000317,CP00039,N,2.1,3.1,IT,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3501,N,,A+,1.0,N,PLN,L,3.39,2.06,1492758.66,0.0353,INVESTMENT_GRADE
EXP000318,CP00200,N,2.1,2.1,DE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3913,N,,A+,1.0,N,USD,L,0.37,0.34,30150511.06,0.0071,INVESTMENT_GRADE
EXP000319,CP00083,N,2.2,5.1,GB,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3946,N,A,A,1.0,N,USD,L,7.54,2.32,7879564.73,0.0339,INVESTMENT_GRADE
EXP000320,CP00079,N,2.2,0.1,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4786,N,,,1.25,N,EUR,L,0.32,0.13,84895952.44,0.0394,NOT_RATED
EXP000321,CP00247,N,3.2,3.2,DE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3773,N,BBB+,BBB+,1.0,N,EUR,B,2.56,0.13,8389980.12,0.0165,INVESTMENT_GRADE
EXP000322,CP00187,N,3.2,3.2,IT,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3242,N,,BBB+,1.0,N,CHF,L,0.41,0.34,506089.90,0.0422,INVESTMENT_GRADE
EXP000323,CP00101,Y,1.1,1.1,US,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3639,N,,AA,1.0,N,PLN,L,3.55,3.31,1020598.74,0.0086,INVESTMENT_GRADE
EXP000324,CP00051,N,3.3,3.3,ES,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4125,N,,,1.0,N,SEK,B,9.56,4.13,3292594.28,0.0289,NOT_RATED
EXP000325,CP00049,N,7.1,7.1,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0662,Y,,,1.0,N,USD,L,2.47,1.40,66711796.61,0.1421,NOT_RATED
EXP000326,CP00252,N,2.2,2.2,PL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4750,N,A,A,1.25,N,SEK,B,9.11,6.59,84248783.73,0.0208,INVESTMENT_GRADE
EXP000327,CP00007,N,3.3,3.3,CH,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3665,N,BBB,BBB,1.0,N,PLN,L,9.77,9.08,96569.95,0.0322,INVESTMENT_GRADE
EXP000328,CP00234,N,2.1,2.1,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0445,Y,,A+,1.0,N,USD,B,4.62,2.35,27118163.04,0.0321,INVESTMENT_GRADE
EXP000329,CP00155,N,1.2,1.2,SE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0531,Y,,,1.0,N,SEK,B,4.22,2.01,65341440.69,0.0059,NOT_RATED
EXP000330,CP00035,N,2.2,5.2,SE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3978,N,,A,1.0,N,SEK,B,5.12,3.11,3748258.78,0.0112,INVESTMENT_GRADE
EXP000331,CP00070,N,1.1,3.2,IT,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4429,N,AA,AA,1.25,N,USD,L,2.06,2.06,27899349.45,0.0449,INVESTMENT_GRADE
EXP000332,CP00259,N,1.2,7.2,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0759,Y,,AA-,1.0,N,CHF,B,3.50,0.98,155385456.82,0.0198,INVESTMENT_GRADE
EXP000333,CP00176,N,1.1,4.1,GB,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3388,N,,,1.0,N,SEK,L,6.13,1.73,817621.18,0.0381,NOT_RATED
EXP000334,CP00040,N,4.1,4.1,GB,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0263,Y,,BBB-,1.0,N,GBP,B,2.15,2.11,112525995.49,0.0150,HIGH_YIELD
EXP000335,CP00043,N,3.1,3.2,NL,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4116,N,A-,A-,1.0,N,SEK,L,3.84,0.85,17112489.93,0.0197,INVESTMENT_GRADE
EXP000336,CP00049,N,1.2,1.2,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4272,N,,AA-,1.25,N,EUR,L,6.09,2.06,20696706.10,0.0199,INVESTMENT_GRADE
EXP000337,CP00138,N,3.1,3.1,DE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3807,N,A-,A-,1.0,N,PLN,L,3.68,3.51,886429.40,0.0172,INVESTMENT_GRADE
EXP000338,CP00099,N,5.1,5.1,NL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4334,Y,BB-,BB-,1.25,N,USD,B,3.37,0.80,48185905.33,0.0359,HIGH_YIELD
EXP000339,CP00208,N,4.1,4.2,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4222,N,,BBB-,1.25,N,EUR,L,3.50,2.67,16046281.07,0.0353,HIGH_YIELD
EXP000340,CP00122,N,3.2,3.2,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4781,N,,BBB+,1.25,N,USD,L,5.78,1.91,32464193.20,0.0199,INVESTMENT_GRADE
EXP000341,CP00213,N,0.1,0.1,SE,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3409,N,,AAA,1.0,N,SEK,B,9.46,3.00,53037.34,0.0221,INVESTMENT_GRADE
EXP000342,CP00053,N,3.3,3.3,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4693,N,,BBB,1.25,N,EUR,L,3.33,0.70,47443257.06,0.0423,INVESTMENT_GRADE
EXP000343,CP00097,N,5.3,5.3,US,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3811,N,,B,1.0,N,SEK,B,9.19,8.99,26210426.93,0.0844,HIGH_YIELD
EXP000344,CP00190,N,4.3,4.3,DE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0463,Y,BB,BB,1.0,N,SEK,L,8.50,2.02,14419709.00,0.0418,HIGH_YIELD
EXP000345,CP00060,N,0.1,2.2,GB,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4388,N,,AAA,1.25,N,USD,L,5.32,2.33,334776.07,0.0148,INVESTMENT_GRADE
EXP000346,CP00046,N,5.3,2.1,US,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0507,Y,,B,1.0,N,USD,B,4.83,1.12,140039266.20,0.0757,HIGH_YIELD
EXP000347,CP00247,N,0.1,0.1,FR,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4177,N,AAA,AAA,1.0,N,PLN,L,7.36,4.28,30236237.27,0.0300,INVESTMENT_GRADE
EXP000348,CP00012,N,3.3,2.1,US,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4230,N,,BBB,1.0,N,PLN,L,9.13,2.97,33250291.52,0.0439,INVESTMENT_GRADE
EXP000349,CP00013,N,1.2,1.2,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4664,N,,,1.25,N,PLN,B,8.44,6.06,82974089.47,0.0175,NOT_RATED
EXP000350,CP00083,N,2.2,5.2,DE,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4297,N,,A,1.0,N,PLN,L,3.99,2.67,2014074.28,0.0291,INVESTMENT_GRADE
EXP000351,CP00193,N,8.1,2.2,SE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4163,N,D,D,1.0,N,EUR,L,2.57,0.56,30170786.67,0.2147,HIGH_YIELD
EXP000352,CP00246,N,5.3,5.3,FR,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0240,Y,,B,1.0,N,GBP,L,7.50,1.14,62311921.34,0.0723,HIGH_YIELD
