scenario_id,projection_year,entity_class,sub_class,exposure_ccy,growth_rate,amortization_rate,prepayment_rate,renewal_rate,new_origination_rate
DOWNSIDE,2027,CORP,PROJECT_FINANCE,SEK,0.0093,0.0441,0.0211,0.8400,0.0056
DOWNSIDE,2027,CORP,PROJECT_FINANCE,USD,0.0093,0.0441,0.0209,0.8400,0.0056
DOWNSIDE,2027,CORP,SPECIALISED_LENDING,CHF,0.0120,0.0182,0.0068,0.8400,0.0072
DOWNSIDE,2027,CORP,SPECIALISED_LENDING,EUR,0.0120,0.0182,0.0054,0.8400,0.0072
DOWNSIDE,2027,CORP,SPECIALISED_LENDING,GBP,0.0120,0.0182,0.0154,0.8400,0.0072
DOWNSIDE,2027,CORP,SPECIALISED_LENDING,PLN,0.0120,0.0182,0.0204,0.8400,0.0072
DOWNSIDE,2027,CORP,SPECIALISED_LENDING,SEK,0.0120,0.0182,0.0211,0.8400,0.0072
DOWNSIDE,2027,CORP,SPECIALISED_LENDING,USD,0.0120,0.0182,0.0209,0.8400,0.0072
DOWNSIDE,2027,FI,FINANCIAL_INSTITUTION,CHF,-0.0111,0.0413,0.0068,0.8800,0.0000
DOWNSIDE,2027,FI,FINANCIAL_INSTITUTION,EUR,-0.0111,0.0413,0.0054,0.8800,0.0000
DOWNSIDE,2027,FI,FINANCIAL_INSTITUTION,GBP,-0.0111,0.0413,0.0154,0.8800,0.0000
DOWNSIDE,2027,FI,FINANCIAL_INSTITUTION,PLN,-0.0111,0.0413,0.0204,0.8800,0.0000
DOWNSIDE,2027,FI,FINANCIAL_INSTITUTION,SEK,-0.0111,0.0413,0.0211,0.8800,0.0000
DOWNSIDE,2027,FI,FINANCIAL_INSTITUTION,USD,-0.0111,0.0413,0.0209,0.8800,0.0000
DOWNSIDE,2027,MDB,GENERAL,CHF,-0.0153,0.0352,0.0068,0.8800,0.0000
DOWNSIDE,2027,MDB,GENERAL,EUR,-0.0153,0.0352,0.0054,0.8800,0.0000
DOWNSIDE,2027,MDB,GENERAL,GBP,-0.0153,0.0352,0.0154,0.8800,0.0000
DOWNSIDE,2027,MDB,GENERAL,PLN,-0.0153,0.0352,0.0204,0.8800,0.0000
DOWNSIDE,2027,MDB,GENERAL,SEK,-0.0153,0.0352,0.0211,0.8800,0.0000
DOWNSIDE,2027,MDB,GENERAL,USD,-0.0153,0.0352,0.0209,0.8800,0.0000
DOWNSIDE,2027,OTHER,OTHER,CHF,-0.0168,0.0231,0.0068,0.8800,0.0000
DOWNSIDE,2027,OTHER,OTHER,EUR,-0.0168,0.0231,0.0054,0.8800,0.0000
DOWNSIDE,2027,OTHER,OTHER,GBP,-0.0168,0.0231,0.0154,0.8800,0.0000
DOWNSIDE,2027,OTHER,OTHER,SEK,-0.0168,0.0231,0.0211,0.8800,0.0000
DOWNSIDE,2027,OTHER,OTHER,USD,-0.0168,0.0231,0.0209,0.8800,0.0000
DOWNSIDE,2027,PSE,GENERAL,CHF,-0.0237,0.0352,0.0068,0.8800,0.0000
DOWNSIDE,2027,PSE,GENERAL,EUR,-0.0237,0.0352,0.0054,0.8800,0.0000
DOWNSIDE,2027,PSE,GENERAL,GBP,-0.0237,0.0352,0.0154,0.8800,0.0000
DOWNSIDE,2027,PSE,GENERAL,PLN,-0.0237,0.0352,0.0204,0.8800,0.0000
DOWNSIDE,2027,PSE,GENERAL,SEK,-0.0237,0.0352,0.0211,0.8800,0.0000
DOWNSIDE,2027,PSE,GENERAL,USD,-0.0237,0.0352,0.0209,0.8800,0.0000
DOWNSIDE,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,0.0027,0.0315,0.0068,0.8400,0.0016
DOWNSIDE,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,0.0027,0.0315,0.0054,0.8400,0.0016
DOWNSIDE,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,0.0027,0.0315,0.0154,0.8400,0.0016
DOWNSIDE,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,0.0027,0.0315,0.0204,0.8400,0.0016
DOWNSIDE,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,0.0027,0.0315,0.0211,0.8400,0.0016
DOWNSIDE,2027,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,0.0027,0.0315,0.0209,0.8400,0.0016
DOWNSIDE,2027,RETAIL,RETAIL,CHF,-0.0015,0.0375,0.0068,0.8400,0.0000
DOWNSIDE,2027,RETAIL,RETAIL,EUR,-0.0015,0.0375,0.0054,0.8400,0.0000
DOWNSIDE,2027,RETAIL,RETAIL,GBP,-0.0015,0.0375,0.0154,0.8400,0.0000
DOWNSIDE,2027,RETAIL,RETAIL,PLN,-0.0015,0.0375,0.0204,0.8400,0.0000
DOWNSIDE,2027,RETAIL,RETAIL,SEK,-0.0015,0.0375,0.0211,0.8400,0.0000
DOWNSIDE,2027,RETAIL,RETAIL,USD,-0.0015,0.0375,0.0209,0.8400,0.0000
DOWNSIDE,2027,SOV,SOVEREIGN,CHF,-0.0254,0.0384,0.0068,0.8800,0.0000
DOWNSIDE,2027,SOV,SOVEREIGN,EUR,-0.0254,0.0384,0.0054,0.8800,0.0000
DOWNSIDE,2027,SOV,SOVEREIGN,GBP,-0.0254,0.0384,0.0154,0.8800,0.0000
DOWNSIDE,2027,SOV,SOVEREIGN,PLN,-0.0254,0.0384,0.0204,0.8800,0.0000
DOWNSIDE,2027,SOV,SOVEREIGN,SEK,-0.0254,0.0384,0.0211,0.8800,0.0000
DOWNSIDE,2027,SOV,SOVEREIGN,USD,-0.0254,0.0384,0.0209,0.8800,0.0000
DOWNSIDE,2028,BANK,BANK,CHF,-0.0242,0.0367,0.0171,0.8800,0.0000
DOWNSIDE,2028,BANK,BANK,EUR,-0.0242,0.0367,0.0244,0.8800,0.0000
DOWNSIDE,2028,BANK,BANK,GBP,-0.0242,0.0367,0.0133,0.8800,0.0000
DOWNSIDE,2028,BANK,BANK,PLN,-0.0242,0.0367,0.0094,0.8800,0.0000
DOWNSIDE,2028,BANK,BANK,SEK,-0.0242,0.0367,0.0063,0.8800,0.0000
DOWNSIDE,2028,BANK,BANK,USD,-0.0242,0.0367,0.0100,0.8800,0.0000
DOWNSIDE,2028,CORP,COMMERCIAL_REAL_ESTATE,CHF,0.0139,0.0187,0.0171,0.8400,0.0083
DOWNSIDE,2028,CORP,COMMERCIAL_REAL_ESTATE,EUR,0.0139,0.0187,0.0244,0.8400,0.0083
DOWNSIDE,2028,CORP,COMMERCIAL_REAL_ESTATE,GBP,0.0139,0.0187,0.0133,0.8400,0.0083
DOWNSIDE,2028,CORP,COMMERCIAL_REAL_ESTATE,PLN,0.0139,0.0187,0.0094,0.8400,0.0083
DOWNSIDE,2028,CORP,COMMERCIAL_REAL_ESTATE,SEK,0.0139,0.0187,0.0063,0.8400,0.0083
DOWNSIDE,2028,CORP,COMMERCIAL_REAL_ESTATE,USD,0.0139,0.0187,0.0100,0.8400,0.0083
DOWNSIDE,2028,CORP,COMMODITIES_FINANCE,CHF,0.0003,0.0252,0.0171,0.8400,0.0002
DOWNSIDE,2028,CORP,COMMODITIES_FINANCE,EUR,0.0003,0.0252,0.0244,0.8400,0.0002
DOWNSIDE,2028,CORP,COMMODITIES_FINANCE,GBP,0.0003,0.0252,0.0133,0.8400,0.0002
DOWNSIDE,2028,CORP,COMMODITIES_FINANCE,PLN,0.0003,0.0252,0.0094,0.8400,0.0002
DOWNSIDE,2028,CORP,COMMODITIES_FINANCE,SEK,0.0003,0.0252,0.0063,0.8400,0.0002
DOWNSIDE,2028,CORP,COMMODITIES_FINANCE,USD,0.0003,0.0252,0.0100,0.8400,0.0002
DOWNSIDE,2028,CORP,CORPORATE,CHF,-0.0015,0.0448,0.0171,0.8400,0.0000
DOWNSIDE,2028,CORP,CORPORATE,EUR,-0.0015,0.0448,0.0244,0.8400,0.0000
DOWNSIDE,2028,CORP,CORPORATE,GBP,-0.0015,0.0448,0.0133,0.8400,0.0000
DOWNSIDE,2028,CORP,CORPORATE,PLN,-0.0015,0.0448,0.0094,0.8400,0.0000
DOWNSIDE,2028,CORP,CORPORATE,SEK,-0.0015,0.0448,0.0063,0.8400,0.0000
DOWNSIDE,2028,CORP,CORPORATE,USD,-0.0015,0.0448,0.0100,0.8400,0.0000
DOWNSIDE,2028,CORP,OBJECT_FINANCE,CHF,0.0132,0.0231,0.0171,0.8400,0.0079
DOWNSIDE,2028,CORP,OBJECT_FINANCE,EUR,0.0132,0.0231,0.0244,0.8400,0.0079
DOWNSIDE,2028,CORP,OBJECT_FINANCE,GBP,0.0132,0.0231,0.0133,0.8400,0.0079
DOWNSIDE,2028,CORP,OBJECT_FINANCE,PLN,0.0132,0.0231,0.0094,0.8400,0.0079
DOWNSIDE,2028,CORP,OBJECT_FINANCE,SEK,0.0132,0.0231,0.0063,0.8400,0.0079
DOWNSIDE,2028,CORP,OBJECT_FINANCE,USD,0.0132,0.0231,0.0100,0.8400,0.0079
DOWNSIDE,2028,CORP,PROJECT_FINANCE,CHF,0.0026,0.0425,0.0171,0.8400,0.0016
DOWNSIDE,2028,CORP,PROJECT_FINANCE,EUR,0.0026,0.0425,0.0244,0.8400,0.0016
DOWNSIDE,2028,CORP,PROJECT_FINANCE,GBP,0.0026,0.0425,0.0133,0.8400,0.0016
DOWNSIDE,2028,CORP,PROJECT_FINANCE,PLN,0.0026,0.0425,0.0094,0.8400,0.0016
DOWNSIDE,2028,CORP,PROJECT_FINANCE,SEK,0.0026,0.0425,0.0063,0.8400,0.0016
DOWNSIDE,2028,CORP,PROJECT_FINANCE,USD,0.0026,0.0425,0.0100,0.8400,0.0016
DOWNSIDE,2028,CORP,SPECIALISED_LENDING,CHF,0.0038,0.0296,0.0171,0.8400,0.0023
DOWNSIDE,2028,CORP,SPECIALISED_LENDING,EUR,0.0038,0.0296,0.0244,0.8400,0.0023
DOWNSIDE,2028,CORP,SPECIALISED_LENDING,GBP,0.0038,0.0296,0.0133,0.8400,0.0023
DOWNSIDE,2028,CORP,SPECIALISED_LENDING,PLN,0.0038,0.0296,0.0094,0.8400,0.0023
DOWNSIDE,2028,CORP,SPECIALISED_LENDING,SEK,0.0038,0.0296,0.0063,0.8400,0.0023
DOWNSIDE,2028,CORP,SPECIALISED_LENDING,USD,0.0038,0.0296,0.0100,0.8400,0.0023
DOWNSIDE,2028,FI,FINANCIAL_INSTITUTION,CHF,-0.0096,0.0312,0.0171,0.8800,0.0000
DOWNSIDE,2028,FI,FINANCIAL_INSTITUTION,EUR,-0.0096,0.0312,0.0244,0.8800,0.0000
DOWNSIDE,2028,FI,FINANCIAL_INSTITUTION,GBP,-0.0096,0.0312,0.0133,0.8800,0.0000
DOWNSIDE,2028,FI,FINANCIAL_INSTITUTION,PLN,-0.0096,0.0312,0.0094,0.8800,0.0000
DOWNSIDE,2028,FI,FINANCIAL_INSTITUTION,SEK,-0.0096,0.0312,0.0063,0.8800,0.0000
DOWNSIDE,2028,FI,FINANCIAL_INSTITUTION,USD,-0.0096,0.0312,0.0100,0.8800,0.0000
DOWNSIDE,2028,MDB,GENERAL,CHF,-0.0211,0.0321,0.0171,0.8800,0.0000
DOWNSIDE,2028,MDB,GENERAL,EUR,-0.0211,0.0321,0.0244,0.8800,0.0000
DOWNSIDE,2028,MDB,GENERAL,GBP,-0.0211,0.0321,0.0133,0.8800,0.0000
DOWNSIDE,2028,MDB,GENERAL,PLN,-0.0211,0.0321,0.0094,0.8800,0.0000
DOWNSIDE,2028,MDB,GENERAL,SEK,-0.0211,0.0321,0.0063,0.8800,0.0000
DOWNSIDE,2028,MDB,GENERAL,USD,-0.0211,0.0321,0.0100,0.8800,0.0000
DOWNSIDE,2028,OTHER,OTHER,CHF,-0.0181,0.0222,0.0171,0.8800,0.0000
DOWNSIDE,2028,OTHER,OTHER,EUR,-0.0181,0.0222,0.0244,0.8800,0.0000
DOWNSIDE,2028,OTHER,OTHER,GBP,-0.0181,0.0222,0.0133,0.8800,0.0000
DOWNSIDE,2028,OTHER,OTHER,SEK,-0.0181,0.0222,0.0063,0.8800,0.0000
DOWNSIDE,2028,OTHER,OTHER,USD,-0.0181,0.0222,0.0100,0.8800,0.0000
DOWNSIDE,2028,PSE,GENERAL,CHF,-0.0162,0.0321,0.0171,0.8800,0.0000
DOWNSIDE,2028,PSE,GENERAL,EUR,-0.0162,0.0321,0.0244,0.8800,0.0000
DOWNSIDE,2028,PSE,GENERAL,GBP,-0.0162,0.0321,0.0133,0.8800,0.0000
DOWNSIDE,2028,PSE,GENERAL,PLN,-0.0162,0.0321,0.0094,0.8800,0.0000
DOWNSIDE,2028,PSE,GENERAL,SEK,-0.0162,0.0321,0.0063,0.8800,0.0000
DOWNSIDE,2028,PSE,GENERAL,USD,-0.0162,0.0321,0.0100,0.8800,0.0000
DOWNSIDE,2028,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,-0.0023,0.0247,0.0171,0.8400,0.0000
DOWNSIDE,2028,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,-0.0023,0.0247,0.0244,0.8400,0.0000
DOWNSIDE,2028,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,-0.0023,0.0247,0.0133,0.8400,0.0000
DOWNSIDE,2028,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,-0.0023,0.0247,0.0094,0.8400,0.0000
DOWNSIDE,2028,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,-0.0023,0.0247,0.0063,0.8400,0.0000
DOWNSIDE,2028,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,-0.0023,0.0247,0.0100,0.8400,0.0000
DOWNSIDE,2028,RETAIL,RETAIL,CHF,0.0078,0.0366,0.0171,0.8400,0.0047
DOWNSIDE,2028,RETAIL,RETAIL,EUR,0.0078,0.0366,0.0244,0.8400,0.0047
DOWNSIDE,2028,RETAIL,RETAIL,GBP,0.0078,0.0366,0.0133,0.8400,0.0047
DOWNSIDE,2028,RETAIL,RETAIL,PLN,0.0078,0.0366,0.0094,0.8400,0.0047
DOWNSIDE,2028,RETAIL,RETAIL,SEK,0.0078,0.0366,0.0063,0.8400,0.0047
DOWNSIDE,2028,RETAIL,RETAIL,USD,0.0078,0.0366,0.0100,0.8400,0.0047
DOWNSIDE,2028,SOV,SOVEREIGN,CHF,-0.0294,0.0202,0.0171,0.8800,0.0000
DOWNSIDE,2028,SOV,SOVEREIGN,EUR,-0.0294,0.0202,0.0244,0.8800,0.0000
DOWNSIDE,2028,SOV,SOVEREIGN,GBP,-0.0294,0.0202,0.0133,0.8800,0.0000
DOWNSIDE,2028,SOV,SOVEREIGN,PLN,-0.0294,0.0202,0.0094,0.8800,0.0000
DOWNSIDE,2028,SOV,SOVEREIGN,SEK,-0.0294,0.0202,0.0063,0.8800,0.0000
DOWNSIDE,2028,SOV,SOVEREIGN,USD,-0.0294,0.0202,0.0100,0.8800,0.0000
DOWNSIDE,2029,BANK,BANK,CHF,-0.0143,0.0200,0.0097,0.8800,0.0000
DOWNSIDE,2029,BANK,BANK,EUR,-0.0143,0.0200,0.0179,0.8800,0.0000
DOWNSIDE,2029,BANK,BANK,GBP,-0.0143,0.0200,0.0079,0.8800,0.0000
DOWNSIDE,2029,BANK,BANK,PLN,-0.0143,0.0200,0.0083,0.8800,0.0000
DOWNSIDE,2029,BANK,BANK,SEK,-0.0143,0.0200,0.0200,0.8800,0.0000
DOWNSIDE,2029,BANK,BANK,USD,-0.0143,0.0200,0.0202,0.8800,0.0000
DOWNSIDE,2029,CORP,COMMERCIAL_REAL_ESTATE,CHF,0.0088,0.0402,0.0097,0.8400,0.0053
DOWNSIDE,2029,CORP,COMMERCIAL_REAL_ESTATE,EUR,0.0088,0.0402,0.0179,0.8400,0.0053
DOWNSIDE,2029,CORP,COMMERCIAL_REAL_ESTATE,GBP,0.0088,0.0402,0.0079,0.8400,0.0053
DOWNSIDE,2029,CORP,COMMERCIAL_REAL_ESTATE,PLN,0.0088,0.0402,0.0083,0.8400,0.0053
DOWNSIDE,2029,CORP,COMMERCIAL_REAL_ESTATE,SEK,0.0088,0.0402,0.0200,0.8400,0.0053
DOWNSIDE,2029,CORP,COMMERCIAL_REAL_ESTATE,USD,0.0088,0.0402,0.0202,0.8400,0.0053
DOWNSIDE,2029,CORP,COMMODITIES_FINANCE,CHF,0.0104,0.0170,0.0097,0.8400,0.0063
DOWNSIDE,2029,CORP,COMMODITIES_FINANCE,EUR,0.0104,0.0170,0.0179,0.8400,0.0063
DOWNSIDE,2029,CORP,COMMODITIES_FINANCE,GBP,0.0104,0.0170,0.0079,0.8400,0.0063
DOWNSIDE,2029,CORP,COMMODITIES_FINANCE,PLN,0.0104,0.0170,0.0083,0.8400,0.0063
DOWNSIDE,2029,CORP,COMMODITIES_FINANCE,SEK,0.0104,0.0170,0.0200,0.8400,0.0063
DOWNSIDE,2029,CORP,COMMODITIES_FINANCE,USD,0.0104,0.0170,0.0202,0.8400,0.0063
DOWNSIDE,2029,CORP,CORPORATE,CHF,-0.0010,0.0202,0.0097,0.8400,0.0000
DOWNSIDE,2029,CORP,CORPORATE,EUR,-0.0010,0.0202,0.0179,0.8400,0.0000
DOWNSIDE,2029,CORP,CORPORATE,GBP,-0.0010,0.0202,0.0079,0.8400,0.0000
DOWNSIDE,2029,CORP,CORPORATE,PLN,-0.0010,0.0202,0.0083,0.8400,0.0000
DOWNSIDE,2029,CORP,CORPORATE,SEK,-0.0010,0.0202,0.0200,0.8400,0.0000
DOWNSIDE,2029,CORP,CORPORATE,USD,-0.0010,0.0202,0.0202,0.8400,0.0000
DOWNSIDE,2029,CORP,OBJECT_FINANCE,CHF,0.0144,0.0344,0.0097,0.8400,0.0086
DOWNSIDE,2029,CORP,OBJECT_FINANCE,EUR,0.0144,0.0344,0.0179,0.8400,0.0086
DOWNSIDE,2029,CORP,OBJECT_FINANCE,GBP,0.0144,0.0344,0.0079,0.8400,0.0086
DOWNSIDE,2029,CORP,OBJECT_FINANCE,PLN,0.0144,0.0344,0.0083,0.8400,0.0086
DOWNSIDE,2029,CORP,OBJECT_FINANCE,SEK,0.0144,0.0344,0.0200,0.8400,0.0086
DOWNSIDE,2029,CORP,OBJECT_FINANCE,USD,0.0144,0.0344,0.0202,0.8400,0.0086
DOWNSIDE,2029,CORP,PROJECT_FINANCE,CHF,0.0087,0.0216,0.0097,0.8400,0.0052
DOWNSIDE,2029,CORP,PROJECT_FINANCE,EUR,0.0087,0.0216,0.0179,0.8400,0.0052
DOWNSIDE,2029,CORP,PROJECT_FINANCE,GBP,0.0087,0.0216,0.0079,0.8400,0.0052
DOWNSIDE,2029,CORP,PROJECT_FINANCE,PLN,0.0087,0.0216,0.0083,0.8400,0.0052
DOWNSIDE,2029,CORP,PROJECT_FINANCE,SEK,0.0087,0.0216,0.0200,0.8400,0.0052
DOWNSIDE,2029,CORP,PROJECT_FINANCE,USD,0.0087,0.0216,0.0202,0.8400,0.0052
DOWNSIDE,2029,CORP,SPECIALISED_LENDING,CHF,-0.0028,0.0277,0.0097,0.8400,0.0000
DOWNSIDE,2029,CORP,SPECIALISED_LENDING,EUR,-0.0028,0.0277,0.0179,0.8400,0.0000
DOWNSIDE,2029,CORP,SPECIALISED_LENDING,GBP,-0.0028,0.0277,0.0079,0.8400,0.0000
DOWNSIDE,2029,CORP,SPECIALISED_LENDING,PLN,-0.0028,0.0277,0.0083,0.8400,0.0000
DOWNSIDE,2029,CORP,SPECIALISED_LENDING,SEK,-0.0028,0.0277,0.0200,0.8400,0.0000
DOWNSIDE,2029,CORP,SPECIALISED_LENDING,USD,-0.0028,0.0277,0.0202,0.8400,0.0000
DOWNSIDE,2029,FI,FINANCIAL_INSTITUTION,CHF,-0.0162,0.0158,0.0097,0.8800,0.0000
DOWNSIDE,2029,FI,FINANCIAL_INSTITUTION,EUR,-0.0162,0.0158,0.0179,0.8800,0.0000
DOWNSIDE,2029,FI,FINANCIAL_INSTITUTION,GBP,-0.0162,0.0158,0.0079,0.8800,0.0000
DOWNSIDE,2029,FI,FINANCIAL_INSTITUTION,PLN,-0.0162,0.0158,0.0083,0.8800,0.0000
DOWNSIDE,2029,FI,FINANCIAL_INSTITUTION,SEK,-0.0162,0.0158,0.0200,0.8800,0.0000
DOWNSIDE,2029,FI,FINANCIAL_INSTITUTION,USD,-0.0162,0.0158,0.0202,0.8800,0.0000
DOWNSIDE,2029,MDB,GENERAL,CHF,-0.0129,0.0298,0.0097,0.8800,0.0000
DOWNSIDE,2029,MDB,GENERAL,EUR,-0.0129,0.0298,0.0179,0.8800,0.0000
DOWNSIDE,2029,MDB,GENERAL,GBP,-0.0129,0.0298,0.0079,0.8800,0.0000
DOWNSIDE,2029,MDB,GENERAL,PLN,-0.0129,0.0298,0.0083,0.8800,0.0000
DOWNSIDE,2029,MDB,GENERAL,SEK,-0.0129,0.0298,0.0200,0.8800,0.0000
DOWNSIDE,2029,MDB,GENERAL,USD,-0.0129,0.0298,0.0202,0.8800,0.0000
DOWNSIDE,2029,OTHER,OTHER,CHF,-0.0216,0.0182,0.0097,0.8800,0.0000
DOWNSIDE,2029,OTHER,OTHER,EUR,-0.0216,0.0182,0.0179,0.8800,0.0000
DOWNSIDE,2029,OTHER,OTHER,GBP,-0.0216,0.0182,0.0079,0.8800,0.0000
DOWNSIDE,2029,OTHER,OTHER,SEK,-0.0216,0.0182,0.0200,0.8800,0.0000
DOWNSIDE,2029,OTHER,OTHER,USD,-0.0216,0.0182,0.0202,0.8800,0.0000
DOWNSIDE,2029,PSE,GENERAL,CHF,-0.0205,0.0298,0.0097,0.8800,0.0000
DOWNSIDE,2029,PSE,GENERAL,EUR,-0.0205,0.0298,0.0179,0.8800,0.0000
DOWNSIDE,2029,PSE,GENERAL,GBP,-0.0205,0.0298,0.0079,0.8800,0.0000
DOWNSIDE,2029,PSE,GENERAL,PLN,-0.0205,0.0298,0.0083,0.8800,0.0000
DOWNSIDE,2029,PSE,GENERAL,SEK,-0.0205,0.0298,0.0200,0.8800,0.0000
DOWNSIDE,2029,PSE,GENERAL,USD,-0.0205,0.0298,0.0202,0.8800,0.0000
DOWNSIDE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,CHF,-0.0046,0.0240,0.0097,0.8400,0.0000
DOWNSIDE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,EUR,-0.0046,0.0240,0.0179,0.8400,0.0000
DOWNSIDE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,GBP,-0.0046,0.0240,0.0079,0.8400,0.0000
DOWNSIDE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,PLN,-0.0046,0.0240,0.0083,0.8400,0.0000
DOWNSIDE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,SEK,-0.0046,0.0240,0.0200,0.8400,0.0000
DOWNSIDE,2029,RETAIL,RESIDENTIAL_REAL_ESTATE,USD,-0.0046,0.0240,0.0202,0.8400,0.0000
DOWNSIDE,2029,RETAIL,RETAIL,CHF,0.0044,0.0364,0.0097,0.8400,0.0026
DOWNSIDE,2029,RETAIL,RETAIL,EUR,0.0044,0.0364,0.0179,0.8400,0.0026
DOWNSIDE,2029,RETAIL,RETAIL,GBP,0.0044,0.0364,0.0079,0.8400,0.0026
DOWNSIDE,2029,RETAIL,RETAIL,PLN,0.0044,0.0364,0.0083,0.8400,0.0026
DOWNSIDE,2029,RETAIL,RETAIL,SEK,0.0044,0.0364,0.0200,0.8400,0.0026
DOWNSIDE,2029,RETAIL,RETAIL,USD,0.0044,0.0364,0.0202,0.8400,0.0026
DOWNSIDE,2029,SOV,SOVEREIGN,CHF,-0.0341,0.0274,0.0097,0.8800,0.0000
DOWNSIDE,2029,SOV,SOVEREIGN,EUR,-0.0341,0.0274,0.0179,0.8800,0.0000
DOWNSIDE,2029,SOV,SOVEREIGN,GBP,-0.0341,0.0274,0.0079,0.8800,0.0000
DOWNSIDE,2029,SOV,SOVEREIGN,PLN,-0.0341,0.0274,0.0083,0.8800,0.0000
DOWNSIDE,2029,SOV,SOVEREIGN,SEK,-0.0341,0.0274,0.0200,0.8800,0.0000
DOWNSIDE,2029,SOV,SOVEREIGN,USD,-0.0341,0.0274,0.0202,0.8800,0.0000
DOWNSIDE,2030,BANK,BANK,CHF,-0.0155,0.0426,0.0110,0.8800,0.0000
DOWNSIDE,2030,BANK,BANK,EUR,-0.0155,0.0426,0.0150,0.8800,0.0000
DOWNSIDE,2030,BANK,BANK,GBP,-0.0155,0.0426,0.0190,0.8800,0.0000
DOWNSIDE,2030,BANK,BANK,PLN,-0.0155,0.0426,0.0160,0.8800,0.0000
DOWNSIDE,2030,BANK,BANK,SEK,-0.0155,0.0426,0.0101,0.8800,0.0000
DOWNSIDE,2030,BANK,BANK,USD,-0.0155,0.0426,0.0078,0.8800,0.0000
DOWNSIDE,2030,CORP,COMMERCIAL_REAL_ESTATE,CHF,0.0008,0.0280,0.0110,0.8400,0.0005
DOWNSIDE,2030,CORP,COMMERCIAL_REAL_ESTATE,EUR,0.0008,0.0280,0.0150,0.8400,0.0005
DOWNSIDE,2030,CORP,COMMERCIAL_REAL_ESTATE,GBP,0.0008,0.0280,0.0190,0.8400,0.0005
DOWNSIDE,2030,CORP,COMMERCIAL_REAL_ESTATE,PLN,0.0008,0.0280,0.0160,0.8400,0.0005
DOWNSIDE,2030,CORP,COMMERCIAL_REAL_ESTATE,SEK,0.0008,0.0280,0.0101,0.8400,0.0005
DOWNSIDE,2030,CORP,COMMERCIAL_REAL_ESTATE,USD,0.0008,0.0280,0.0078,0.8400,0.0005
DOWNSIDE,2030,CORP,COMMODITIES_FINANCE,CHF,0.0117,0.0446,0.0110,0.8400,0.0070
DOWNSIDE,2030,CORP,COMMODITIES_FINANCE,EUR,0.0117,0.0446,0.0150,0.8400,0.0070
DOWNSIDE,2030,CORP,COMMODITIES_FINANCE,GBP,0.0117,0.0446,0.0190,0.8400,0.0070
DOWNSIDE,2030,CORP,COMMODITIES_FINANCE,PLN,0.0117,0.0446,0.0160,0.8400,0.0070
DOWNSIDE,2030,CORP,COMMODITIES_FINANCE,SEK,0.0117,0.0446,0.0101,0.8400,0.0070
DOWNSIDE,2030,CORP,COMMODITIES_FINANCE,USD,0.0117,0.0446,0.0078,0.8400,0.0070
DOWNSIDE,2030,CORP,CORPORATE,CHF,0.0074,0.0441,0.0110,0.8400,0.0044
DOWNSIDE,2030,CORP,CORPORATE,EUR,0.0074,0.0441,0.0150,0.8400,0.0044
DOWNSIDE,2030,CORP,CORPORATE,GBP,0.0074,0.0441,0.0190,0.8400,0.0044
DOWNSIDE,2030,CORP,CORPORATE,PLN,0.0074,0.0441,0.0160,0.8400,0.0044
DOWNSIDE,2030,CORP,CORPORATE,SEK,0.0074,0.0441,0.0101,0.8400,0.0044
DOWNSIDE,2030,CORP,CORPORATE,USD,0.0074,0.0441,0.0078,0.8400,0.0044
DOWNSIDE,2030,CORP,OBJECT_FINANCE,CHF,0.0127,0.0362,0.0110,0.8400,0.0076
DOWNSIDE,2030,CORP,OBJECT_FINANCE,EUR,0.0127,0.0362,0.0150,0.8400,0.0076
DOWNSIDE,2030,CORP,OBJECT_FINANCE,GBP,0.0127,0.0362,0.0190,0.8400,0.0076
DOWNSIDE,2030,CORP,OBJECT_FINANCE,PLN,0.0127,0.0362,0.0160,0.8400,0.0076
DOWNSIDE,2030,CORP,OBJECT_FINANCE,SEK,0.0127,0.0362,0.0101,0.8400,0.0076
DOWNSIDE,2030,CORP,OBJECT_FINANCE,USD,0.0127,0.0362,0.0078,0.8400,0.0076
DOWNSIDE,2030,CORP,PROJECT_FINANCE,CHF,0.0027,0.0160,0.0110,0.8400,0.0016
DOWNSIDE,2030,CORP,PROJECT_FINANCE,EUR,0.0027,0.0160,0.0150,0.8400,0.0016
